choco_bar_name,company_name,rating,comapany_loc,cocoa_perc,bean_type,bean_origin,company_flavor,CQ,sweetness,acidity,bitterness,roast,intensity,complexity,structure,length,appearance,aroma,mouthfeel,flavor,quality
Roseberry,Dagoba,2.5,USA,59.0,Blend,,Fruits,70.0,79.0,78.0,20.0,66.0,48.0,59.0,81.0,72.0,72.0,68.0,86.0,80.2,81.0
Prima Materia,Dagoba,3.5,USA,100.0,Blend,Madagascar,Earthen,10.0,11.0,72.0,92.0,43.0,67.0,14.0,58.0,82.0,82.0,90.0,87.3,85.8,89.0
New Moon,Dagoba,0.5,USA,74.0,Blend,,Earthen,15.0,57.0,62.0,80.0,82.0,90.0,24.0,41.0,87.0,72.0,74.0,60.7,64.4,32.0
Eclipse,Dagoba,3.5,USA,87.0,Blend,,Spices,39.0,63.0,81.0,74.0,68.0,71.0,43.0,59.0,91.0,76.0,71.0,81.3,86.6,88.5
Conacado,Dagoba,3.5,USA,73.0,Hybrid,Dominican Republic,Twang,68.0,57.0,33.0,45.0,52.0,83.0,54.0,60.0,81.0,84.0,70.0,79.3,89.2,89.0
Bianco,Slitti,3.0,Italy,30.0,,,Sugar,29.0,88.0,17.0,11.0,36.0,30.0,38.0,51.0,47.0,96.0,86.0,71.3,83.6,88.5
Amazzonia,Slitti,1.0,Italy,90.0,Blend,Venezuela,Earthen,44.0,40.0,11.0,83.0,91.0,69.0,8.0,68.0,74.0,100.0,96.0,78.7,54.2,41.5
Tropicale,Slitti,0.5,Italy,90.0,Blend,Ecuador,Earthen,40.0,18.0,24.0,51.0,79.0,61.0,28.0,19.0,77.0,100.0,93.0,64.7,57.4,32.0
Gran Cacao 100%,Slitti,0.0,Italy,100.0,Blend,,Earthen,27.0,4.0,11.0,89.0,90.0,82.0,13.0,48.0,87.0,100.0,58.0,97.3,32.6,23.5
Costa Rican 84%,De Vries,4.0,USA,84.0,Amazon,Costa Rica,Crossover,37.0,43.0,61.0,62.0,33.0,51.0,86.0,93.0,95.0,100.0,89.0,87.3,85.2,97.5
Costa Rican 80%,De Vries,4.0,USA,80.0,Amazon,Costa Rica,Twang,0.5,39.0,72.0,61.0,35.0,52.0,73.0,70.0,67.0,100.0,72.0,93.3,84.6,94.0
Costa Rican 77%,De Vries,4.0,USA,77.0,Amazon,Costa Rica,Twang,22.0,33.0,71.0,50.0,29.0,78.0,60.0,66.0,84.0,100.0,81.0,93.3,82.0,95.0
Milagros,Dagoba,3.5,USA,68.0,Scavina?,Peru,Spices,33.0,57.0,50.0,31.0,56.0,24.0,78.0,71.0,80.0,52.0,88.0,76.0,87.8,86.5
Gianduiotti,Venchi,5.0,Italy,56.0,,Ecuador,Earthen,43.0,58.0,6.0,5.0,67.0,89.0,48.0,96.0,81.0,94.0,91.0,100.0,92.0,92.0
Nib Clusters,De Vries,4.0,USA,,Amazon,Costa Rica,Crossover,51.0,68.0,46.0,33.0,50.0,61.0,54.0,76.0,66.0,94.0,71.0,89.3,91.4,89.5
Caramelized Nibs,De Vries,3.0,USA,70.0,Amazon,Costa Rica,Earthen,30.0,84.0,33.0,60.0,79.0,71.0,24.0,18.0,46.0,88.0,81.0,68.7,82.4,85.0
Dominica 84%,De Vries,4.0,USA,84.0,Hybrid,Dominican Republic,Earthen,33.0,39.0,64.0,85.0,46.0,93.0,90.0,0.0,81.0,100.0,81.0,86.7,86.8,95.0
Dominicana 80%,De Vries,4.0,USA,80.0,Hybrid,Dominican Republic,Crossover,21.0,30.0,62.0,76.0,28.0,87.0,64.0,66.0,59.0,100.0,89.0,86.7,86.2,94.0
Dominica 77%,De Vries,4.0,USA,77.0,Hybrid,Dominican Republic,Spices,41.0,33.0,50.0,54.0,60.0,66.0,48.0,78.0,44.0,100.0,80.0,87.3,86.4,89.5
Dark,Divine,2.0,Ghana,70.0,Amazon,Ghana,Earthen,67.0,68.0,34.0,32.0,71.0,14.0,10.0,42.0,43.0,96.0,71.0,69.3,73.8,68.0
Milk,Divine,2.5,Germany,27.0,Amazon,Ghana,Earthen,7.0,86.0,9.0,1.0,39.0,14.0,5.0,37.0,38.0,92.0,75.0,76.0,82.4,76.0
Chocolate Organica,Diego Badaró,4.0,Brazil,75.0,Amazon,Brazil,Twang,71.0,40.0,82.0,58.0,41.0,61.0,57.0,79.0,54.0,82.0,86.0,94.7,87.6,91.0
Gran Cacao 90%,Slitti,3.5,Italy,90.0,Blend,,Earthen,72.0,21.0,18.0,80.0,83.0,77.0,46.0,68.0,70.0,98.0,72.0,94.7,83.4,84.0
Los Rios,Dagoba,3.5,USA,68.0,moderate,Ecuador,Fruits,52.0,75.0,48.0,70.0,78.0,50.0,60.0,49.0,63.0,78.0,83.0,70.7,89.6,88.5
Pacuare,Dagoba,2.5,USA,68.0,Hybrid,Costa Rica,Earthen,51.0,78.0,42.0,26.0,83.0,24.0,33.0,44.0,58.0,62.0,72.0,72.0,80.8,78.0
Sambirano,Dagoba,4.0,USA,65.0,Hybrid,Madagascar,Twang,43.0,63.0,73.0,64.0,68.0,84.0,81.0,69.0,57.0,76.0,89.0,74.7,90.8,89.0
Xocolatl,Dagoba,3.0,USA,74.0,Blend,,Spices,59.0,41.0,93.0,54.0,78.0,80.0,63.0,71.0,62.0,72.0,64.0,74.7,88.2,86.0
Gran Cacao 60%,Slitti,3.0,Italy,60.0,Blend,,Naked,94.0,83.0,5.0,10.0,79.0,41.0,10.0,58.0,62.0,66.0,53.0,71.3,92.2,84.0
Black Sal,Domori,3.5,Italy,75.0,Nacional,Ecuador,Earthen,30.0,41.0,43.0,11.0,76.0,30.0,58.0,79.0,63.0,82.0,80.0,86.0,84.8,90.5
Latte,Slitti,2.0,Italy,35.0,Blend,,Sugar,8.0,89.0,1.0,4.0,44.0,16.0,10.0,38.0,46.0,54.0,62.0,64.0,76.4,73.5
Blend No. 1,Domori,4.5,Italy,78.0,Blend,,Crossover,79.0,51.0,60.0,32.0,62.0,34.0,92.0,88.0,73.0,68.0,94.0,79.3,95.2,94.0
Blend No. 0,Domori,2.5,Italy,65.0,Blend,,Fruits,46.0,72.0,45.0,41.0,23.0,39.0,40.0,51.0,60.0,68.0,52.0,82.0,81.6,82.0
Lattenero 45%,Slitti,2.5,Italy,45.0,Blend,,Earthen,45.0,66.0,22.0,26.0,70.0,43.0,41.0,44.0,67.0,88.0,51.0,74.7,79.4,79.0
Puro,Domori,0.0,Italy,100.0,Blend,,Earthen,51.0,20.0,23.0,44.0,55.0,64.0,30.0,86.0,70.0,84.0,84.0,86.7,94.4,95.5
Lattenero 51%,Slitti,4.0,Italy,51.0,Blend,,Earthen,44.0,64.0,11.0,23.0,70.0,52.0,42.0,84.0,58.0,80.0,78.0,88.0,89.0,88.0
Green,Domori,4.5,Italy,73.0,Blend,,Crossover,63.0,50.0,54.0,20.0,76.0,31.0,84.0,93.0,80.0,80.0,90.0,78.7,93.2,10.0
Gem,Domori,2.5,Italy,85.0,Hybrid,,Crossover,14.0,21.0,61.0,66.0,53.0,78.0,33.0,34.0,70.0,72.0,71.0,68.7,79.0,82.0
Madagared,Domori,5.0,Italy,70.0,Criollo,Madagascar,Naked,83.0,60.0,52.0,33.0,51.0,45.0,62.0,69.0,67.0,92.0,90.0,87.3,92.4,96.0
Javablond,Domori,2.5,Italy,70.0,Criollo,Indonesia,Twang,29.0,41.0,82.0,44.0,48.0,67.0,56.0,53.0,70.0,94.0,54.0,84.7,77.8,74.0
Vanilla,Domori,4.5,Italy,65.0,Hybrid,Madagascar,Fruits,64.0,77.0,69.0,33.0,40.0,46.0,76.0,63.0,71.0,76.0,90.0,88.0,91.4,95.0
Lattenero 62%,Slitti,4.0,Italy,62.0,Blend,,Earthen,57.0,61.0,21.0,36.0,68.0,54.0,62.0,66.0,68.0,100.0,81.0,82.0,89.4,91.0
Lattenero 70%,Slitti,3.5,Italy,70.0,Blend,,Earthen,53.0,48.0,42.0,46.0,78.0,51.0,52.0,58.0,63.0,94.0,80.0,87.3,86.8,88.0
Etoile du Nord,Guittard,1.5,USA,64.0,Blend,,Earthen,58.0,62.0,8.0,18.0,68.0,32.0,10.0,47.0,54.0,82.0,49.0,92.0,62.4,68.0
Porcelana,Domori,5.0,Italy,70.0,Criollo,Venezuela,Naked,86.0,77.0,39.0,30.0,28.0,66.0,65.0,89.0,58.0,94.0,95.0,96.0,94.4,98.0
Puertofino / Ocumare 67,Domori,3.5,Italy,70.0,Subclone,Venezuela,Fruits,70.0,63.0,60.0,34.0,44.0,63.0,78.0,80.0,56.0,82.0,81.0,82.0,87.2,90.0
Puertomar / Ocumare 61,Domori,5.0,Italy,75.0,subclone,Venezuela,Crossover,81.0,72.0,73.0,47.0,39.0,93.0,96.0,97.0,88.0,88.0,91.0,100.0,95.6,10.0
Icoa,El Rey,5.0,Venezuela,,Criollo/Trinitario,Venezuela,Naked,78.0,81.0,18.0,3.0,54.0,52.0,49.0,82.0,48.0,100.0,95.0,96.0,92.2,95.0
Kamba Blend,Domori,3.5,Italy,70.0,Blend,(Ecuador; Madagascar; Dominican Republic),Crossover,41.0,43.0,82.0,44.0,34.0,78.0,92.0,63.0,71.0,78.0,82.0,82.7,85.6,88.0
56%,Venchi,2.0,Italy,56.0,Hybrid,Ecuador,Earthen,51.0,67.0,21.0,17.0,83.0,38.0,34.0,42.0,80.0,92.0,71.0,74.7,71.6,67.0
Chocavier 90%,Venchi,2.0,Italy,90.0,Blend,,Earthen,62.0,36.0,14.0,45.0,78.0,41.0,23.0,58.0,55.0,88.0,72.0,90.7,70.8,71.0
75% Blend,Venchi,2.5,Italy,75.0,Blend,,Earthen,61.0,48.0,13.0,10.0,62.0,38.0,40.0,57.0,66.0,96.0,66.0,81.3,77.2,82.0
Arriba 70%,Domori,4.0,Italy,70.0,Nacional,Ecuador,Fruits,77.0,76.0,61.0,33.0,62.0,50.0,72.0,81.0,65.0,100.0,88.0,84.7,88.2,90.0
Chocavier 75%,Venchi,1.5,Italy,75.0,,,Earthen,43.0,41.0,18.0,39.0,64.0,37.0,11.0,48.0,51.0,68.0,68.0,87.3,62.4,66.5
Apurimac 70%,Domori,3.0,Italy,70.0,Hybrid,Peru,Earthen,42.0,38.0,46.0,40.0,49.0,68.0,52.0,49.0,53.0,76.0,73.0,86.7,82.4,90.5
Sambirano 70%,Domori,3.5,Italy,70.0,modest,Madagascar,Twang,23.0,40.0,78.0,34.0,35.0,82.0,71.0,77.0,72.0,84.0,84.0,85.3,83.2,88.0
Sur del Lago 70%,Domori,4.0,Italy,70.0,Criollo-Trinitario,Venezuela,Naked,91.0,64.0,26.0,31.0,44.0,34.0,35.0,85.0,82.0,76.0,81.0,89.3,88.6,88.0
Pure Milk,Venchi,3.0,Italy,33.0,,Ecuador,Sugar,40.0,79.0,26.0,11.0,63.0,39.0,42.0,34.0,63.0,94.0,77.0,85.3,83.6,81.5
100%,Domori,4.0,Italy,100.0,2,Venezuela,Earthen,44.0,23.0,31.0,82.0,43.0,46.0,45.0,86.0,67.0,88.0,74.0,94.7,86.2,93.0
Ecuador,Domori,5.0,Italy,70.0,Nacional,Ecuador,Crossover,77.0,61.0,28.0,19.0,75.0,83.0,90.0,86.0,66.0,44.0,97.0,97.3,95.6,10.0
Absinth,Venchi,2.0,Italy,75.0,,,Spices,48.0,39.0,41.0,82.0,77.0,96.0,40.0,42.0,99.0,96.0,93.0,77.3,68.6,69.0
Gran Cacao 73%,Slitti,3.0,Italy,73.0,Blend,,Earthen,51.0,46.0,24.0,27.0,76.0,12.0,30.0,61.0,47.0,100.0,72.0,86.0,78.8,85.0
Gran Cacao 82%,Slitti,2.5,Italy,82.0,Blend,,Earthen,41.0,46.0,30.0,38.0,62.0,29.0,15.0,50.0,53.0,88.0,67.0,78.7,78.2,81.5
Fave,Venchi,3.5,Italy,75.0,,,Earthen,64.0,37.0,18.0,44.0,71.0,50.0,24.0,62.0,68.0,96.0,73.0,88.0,85.6,89.5
Rio Caribe 100,Domori,3.5,Italy,100.0,Rio,Venezuela,Earthen,32.0,28.0,39.0,74.0,23.0,68.0,40.0,47.0,51.0,92.0,88.0,86.0,85.0,90.5
Rio Caribe 70%,Domori,3.5,Italy,70.0,Criollo,Venezuela,Crossover,72.0,53.0,39.0,34.0,44.0,35.0,57.0,81.0,62.0,76.0,73.0,87.3,85.4,89.0
Los Rios 77%,Caoni,3.0,Ecuador,77.0,possible,Ecuador,Spices,62.0,41.0,50.0,34.0,77.0,61.0,64.0,43.0,72.0,74.0,94.0,75.3,84.8,76.0
Cuor di Cacao 75%,Venchi,3.0,Italy,75.0,,,Naked,78.0,57.0,21.0,24.0,71.0,48.0,34.0,70.0,79.0,98.0,88.0,86.7,74.8,85.0
Cuor di Cacao 85%,Venchi,3.0,Italy,85.0,,,Naked,71.0,66.0,24.0,82.0,76.0,73.0,55.0,79.0,83.0,96.0,86.0,85.3,77.6,87.5
Arriba 100,Domori,2.5,Italy,100.0,modest,Ecuador,Earthen,27.0,38.0,19.0,83.0,22.0,91.0,46.0,87.0,71.0,100.0,86.0,91.3,74.8,76.0
Apurimac 100,Domori,4.0,Italy,100.0,Hybrid,Peru,Twang,9.0,33.0,76.0,84.0,23.0,79.0,51.0,62.0,78.0,100.0,84.0,97.3,84.4,93.5
Los Rios 55%,Caoni,4.0,Ecuador,55.0,Hybrid,Ecuador,Fruits,56.0,79.0,69.0,42.0,82.0,61.0,70.0,53.0,73.0,56.0,82.0,82.7,91.6,89.5
Sambirano 100,Domori,1.5,Italy,100.0,moderate,Madagascar,Twang,3.0,27.0,0.0,77.0,21.0,0.0,30.0,47.0,49.0,98.0,92.0,87.3,47.2,81.5
Carenero 100,Domori,3.0,Italy,100.0,Carenero,Venezuela,Earthen,30.0,34.0,37.0,41.0,33.0,52.0,39.0,60.0,76.0,94.0,92.0,88.0,77.2,89.5
Manabi 77%,Caoni,2.0,Ecuador,77.0,some,Ecuador,Crossover,34.0,51.0,41.0,62.0,74.0,58.0,44.0,29.0,71.0,78.0,62.0,82.7,73.0,71.5
Manabi 55%,Caoni,2.5,Ecuador,55.0,disputable,Ecuador,Fruits,44.0,81.0,39.0,33.0,68.0,52.0,54.0,47.0,73.0,80.0,68.0,82.0,81.4,80.5
White,Green & Black’s,2.5,UK,,,,Sugar,9.0,93.0,20.0,1.0,35.0,22.0,13.0,41.0,36.0,68.0,90.0,81.3,77.8,75.5
Sur del Lago 100,Domori,2.5,Italy,100.0,Criollo,Venezuela,Earthen,36.0,8.0,17.0,94.0,25.0,92.0,31.0,52.0,95.0,96.0,81.0,100.0,69.2,85.0
Madagascar,Domori,4.0,Italy,70.0,Hybrid,Madagascar,Twang,35.0,44.0,76.0,22.0,50.0,55.0,53.0,81.0,72.0,84.0,73.0,89.3,91.2,91.0
Latte Sal,Domori,3.5,Italy,44.0,Nacional,Ecuador,Earthen,50.0,71.0,26.0,14.0,65.0,32.0,61.0,83.0,77.0,50.0,67.0,87.3,91.2,90.5
Granella,Domori,3.0,Italy,,Blend,Venezuela,Naked,79.0,75.0,7.0,6.0,47.0,23.0,29.0,51.0,35.0,48.0,68.0,78.0,86.8,88.5
Esmeraldas 77%,Caoni,4.5,Ecuador,77.0,good,Ecuador,Spices,69.0,54.0,41.0,33.0,72.0,56.0,81.0,90.0,73.0,76.0,79.0,85.3,94.6,91.0
Dark 70%,Green & Black’s,1.5,UK,70.0,Blend,,Twang,41.0,37.0,83.0,65.0,76.0,85.0,14.0,44.0,52.0,82.0,80.0,72.0,61.2,59.5
Dark 85%,Green & Black’s,2.0,UK,85.0,Blend,,Crossover,37.0,42.0,53.0,28.0,73.0,16.0,24.0,25.0,35.0,82.0,71.0,81.3,70.2,59.0
Milk,Green & Black’s,1.5,UK,34.0,Blend,,Earthen,42.0,81.0,10.0,14.0,45.0,5.0,4.0,40.0,41.0,76.0,59.0,55.3,73.6,53.0
Vanilla Raw,Fortina,0.0,USA,,,,Earthen,18.0,12.0,43.0,70.0,1.0,96.0,25.0,11.0,95.0,76.0,36.0,31.3,30.8,20.5
75%,Fino de Aroma,4.0,Ecuador,75.0,CCN-51,Ecuador,Crossover,78.0,85.0,23.0,45.0,61.0,56.0,49.0,75.0,80.0,84.0,90.0,82.0,90.2,90.0
Gran Saman,El Rey,3.5,Venezuela,70.0,Criollo/Trinitario,Venezuela,Crossover,83.0,50.0,44.0,41.0,78.0,82.0,80.0,81.0,90.0,68.0,91.0,75.3,89.2,90.0
Apamate,El Rey,2.5,Venezuela,0.5,Criollo/Trinitario,Venezuela,Earthen,54.0,67.0,23.0,34.0,80.0,25.0,13.0,29.0,70.0,38.0,70.0,72.0,82.4,80.5
Mijao,El Rey,2.5,Venezuela,61.0,Criollo/Trinitario,Venezuela,Fruits,44.0,80.0,34.0,21.0,53.0,29.0,33.0,45.0,63.0,34.0,80.0,68.7,81.8,78.5
Bucare,El Rey,2.5,Venezuela,58.0,Criollo/Trinitario,Venezuela,Fruits,56.0,88.0,41.0,37.0,53.0,29.0,15.0,58.0,26.0,52.0,73.0,77.3,79.6,79.5
Caoba,El Rey,3.5,Venezuela,41.0,Criollo/Trintario,Venezuela,Earthen,26.0,78.0,18.0,16.0,80.0,54.0,10.0,82.0,64.0,48.0,93.0,80.7,85.2,94.0
Canoabo,Domori,5.0,Italy,70.0,Criollo,Venezuela,Crossover,76.0,69.0,39.0,31.0,43.0,57.0,78.0,84.0,76.0,96.0,91.0,92.0,92.2,94.5
Carupano,Domori,4.0,Italy,70.0,Rio,Venezuela,Naked,86.0,47.0,9.0,30.0,60.0,31.0,27.0,82.0,73.0,94.0,77.0,82.7,90.2,93.0
Santo Domingo,Godiva,2.0,Germany,85.0,Hybrid,Dominican Republic,Earthen,48.0,47.0,34.0,46.0,71.0,44.0,42.0,40.0,50.0,86.0,61.0,55.3,74.8,73.0
Dark w/ Almonds,Godiva,1.0,Germany,72.0,Blend,,Earthen,35.0,41.0,22.0,34.0,74.0,21.0,8.0,40.0,41.0,74.0,41.0,82.0,60.8,47.5
Dark w/ Orange,Godiva,1.0,Germany,50.0,Blend,,Fruits,31.0,82.0,32.0,14.0,77.0,25.0,13.0,42.0,35.0,68.0,42.0,77.3,65.6,58.0
Sao Tome,Godiva,1.5,Germany,75.0,Amazon,São Tomé,Earthen,70.0,66.0,42.0,47.0,71.0,56.0,38.0,41.0,36.0,80.0,51.0,70.7,72.8,61.0
Chocolate Espresso,Equal Exchange,3.0,USA,55.0,Blend,(Dominican Republic; Peru),Earthen,46.0,86.0,50.0,52.0,54.0,53.0,60.0,61.0,64.0,82.0,77.0,80.0,84.8,85.0
Milk Choc w/ Hazlenuts,Equal Exchange,2.0,USA,,Blend,(Domincan Republic; Peru),Earthen,19.0,91.0,10.0,4.0,46.0,9.0,5.0,52.0,17.0,100.0,71.0,62.0,79.4,64.0
Very Dark,Equal Exchange,1.5,USA,71.0,Blend,(Dominican Republic; Peru),Twang,38.0,46.0,90.0,51.0,50.0,85.0,32.0,44.0,60.0,88.0,86.0,77.3,62.8,48.5
Milk Chocolate,Ghirardelli,1.5,USA,,Blend,,Earthen,26.0,90.0,12.0,7.0,44.0,31.0,10.0,32.0,50.0,44.0,71.0,82.7,71.6,56.5
Twilight Delight,Ghirardelli,3.0,USA,72.0,Blend,,Fruits,60.0,51.0,42.0,28.0,80.0,40.0,43.0,57.0,62.0,88.0,83.0,77.3,81.6,84.5
Dark,Ghirardelli,3.0,USA,60.0,Blend,,Fruits,81.0,82.0,13.0,11.0,64.0,35.0,30.0,56.0,52.0,72.0,81.0,82.7,83.6,80.0
Esmeraldas 55%,Caoni,3.5,Ecuador,55.0,Esmeraldas,Ecuador,Spices,68.0,87.0,44.0,12.0,62.0,41.0,72.0,63.0,59.0,64.0,77.0,84.0,90.4,89.0
Fine Milk,Caoni,0.5,Ecuador,,CCN-51,Ecuador,Sugar,27.0,91.0,37.0,10.0,34.0,23.0,18.0,17.0,48.0,52.0,62.0,58.0,46.2,48.0
Chucuri,Guittard,5.0,USA,65.0,Caucano,Colombia,Spices,78.0,81.0,40.0,32.0,69.0,70.0,83.0,85.0,67.0,82.0,92.0,89.3,93.8,95.0
Nocturne,Guittard,1.5,USA,91.0,Blend,,Fruits,57.0,33.0,41.0,54.0,48.0,46.0,44.0,47.0,67.0,82.0,78.0,74.0,68.6,62.0
Macadamia,Caoni,0.5,Ecuador,,slight,Ecuador,Sugar,38.0,0.0,9.0,21.0,44.0,96.0,31.0,28.0,61.0,62.0,68.0,80.7,47.6,61.5
D'Arriba,Hachez,2.0,Germany,77.0,some,Ecuador,Earthen,29.0,21.0,18.0,64.0,83.0,33.0,10.0,71.0,62.0,100.0,58.0,91.3,70.8,56.0
71%,Grenada Chocolate Company,2.5,Grenada,71.0,Hybrid,Grenada,Crossover,36.0,78.0,80.0,41.0,62.0,87.0,73.0,66.0,70.0,78.0,69.0,74.7,76.2,84.0
60%,Grenada Chocolate Company,3.0,Grenada,60.0,Hybrid,Grenada,Crossover,53.0,61.0,62.0,41.0,80.0,67.0,68.0,54.0,56.0,92.0,67.0,76.0,86.2,88.0
Coffee,Caoni,4.5,Ecuador,,Hybrid,Ecuador,Earthen,72.0,76.0,39.0,30.0,69.0,66.0,67.0,71.0,82.0,78.0,68.0,88.0,95.6,96.5
Passion Fruit,Caoni,4.0,Ecuador,,some,Ecuador,Fruits,68.0,79.0,61.0,46.0,80.0,82.0,73.0,94.0,82.0,84.0,74.0,88.0,90.6,93.0
Maracaibo,Hachez,3.0,Germany,55.0,Criollo,Venezuela,Earthen,33.0,84.0,16.0,25.0,77.0,41.0,39.0,32.0,56.0,72.0,71.0,100.0,83.4,71.0
D'Arriba w/ Peanuts,Hachez,0.0,Germany,77.0,some,Ecuador,Earthen,15.0,25.0,20.0,65.0,80.0,10.0,5.0,1.0,40.0,42.0,64.0,54.7,38.6,19.0
D'Arriba w/ Orange,Hachez,0.0,Germany,77.0,some,Ecuador,Fruits,44.0,40.0,86.0,79.0,72.0,90.0,11.0,9.0,64.0,62.0,72.0,36.0,37.2,31.5
61%,Guittard,3.5,USA,,Blend,,Spices,75.0,76.0,24.0,17.0,58.0,41.0,43.0,52.0,60.0,80.0,92.0,85.3,84.2,86.5
Orinoco,Guittard,4.0,USA,38.0,Blend,,Sugar,42.0,81.0,32.0,5.0,62.0,24.0,29.0,68.0,55.0,80.0,89.0,87.3,88.6,84.5
Arriba w/ Berry/Pepper,Hachez,1.5,Germany,77.0,some,Ecuador,Fruits,42.0,76.0,45.0,68.0,84.0,72.0,29.0,51.0,48.0,94.0,72.0,69.3,69.6,57.5
88% Premier Cru,Hachez,1.5,Germany,88.0,Blend,,Naked,21.0,70.0,13.0,12.0,40.0,6.0,28.0,44.0,39.0,88.0,10.0,100.0,70.4,23.5
Quetzalcoatl,Guittard,4.0,USA,72.0,Blend,,Naked,82.0,48.0,39.0,24.0,67.0,42.0,28.0,77.0,51.0,80.0,74.0,77.3,93.2,89.5
Quevedo,Guittard,4.5,USA,65.0,provisionally,Ecuador,Fruits,81.0,80.0,52.0,18.0,66.0,70.0,78.0,83.0,77.0,88.0,80.0,87.3,91.6,94.5
Sur del Lago,Guittard,2.5,USA,65.0,Criollo,Venezuela,Fruits,60.0,61.0,32.0,47.0,51.0,56.0,37.0,40.0,55.0,92.0,61.0,78.7,79.8,70.0
Ambanja,Guittard,4.5,USA,65.0,Criollo,Madagascar,Fruits,80.0,80.0,71.0,37.0,42.0,63.0,82.0,84.0,46.0,94.0,86.0,89.3,90.4,92.0
Caffe Nero,Slitti,4.5,Italy,60.0,,,Earthen,61.0,68.0,51.0,49.0,81.0,73.0,54.0,69.0,92.0,94.0,94.0,82.0,91.2,91.0
Cacao Reserve Milk,Hershey’s,1.0,USA,35.0,Blend,,Earthen,20.0,96.0,6.0,5.0,40.0,10.0,1.0,42.0,44.0,22.0,23.0,39.3,75.6,71.0
Arriba,Hershey’s,0.5,USA,50.0,disputable,Ecuador,Earthen,33.0,84.0,15.0,26.0,45.0,12.0,20.0,54.0,52.0,88.0,65.0,59.3,62.6,23.5
Hawaiian Milk Choc,Malie Kai,2.5,USA,38.0,Hybrid,Hawai'i USA,Earthen,35.0,77.0,11.0,13.0,48.0,38.0,20.0,56.0,40.0,40.0,79.0,81.3,77.2,84.0
Elvesia,Felchlin,3.5,Switzerland,74.0,Hybrid,Dominican Republic,Crossover,46.0,50.0,32.0,51.0,51.0,63.0,47.0,70.0,68.0,100.0,91.0,93.3,83.8,81.0
Caffe Latte,Slitti,4.0,Italy,45.0,,,Earthen,41.0,73.0,58.0,33.0,79.0,61.0,37.0,69.0,82.0,94.0,85.0,84.0,90.8,93.0
Cacao Reserve Dark,Hershey’s,0.5,USA,65.0,Blend,,Earthen,65.0,62.0,20.0,18.0,60.0,30.0,13.0,54.0,83.0,48.0,51.0,54.7,57.4,56.5
Java Milk Choc,Hershey’s,3.0,USA,37.0,vestigial,Indonesia,Crossover,27.0,92.0,31.0,20.0,38.0,26.0,75.0,88.0,63.0,82.0,71.0,88.7,84.8,85.0
Milk Chocolate,Hershey’s,0.5,USA,,Blend,,Sugar,30.0,92.0,41.0,12.0,61.0,42.0,11.0,33.0,50.0,26.0,42.0,47.3,57.0,47.0
Milk Chocolate with Almonds,Hershey’s,3.0,USA,,Blend,,Earthen,37.0,71.0,22.0,14.0,80.0,90.0,53.0,0.5,65.0,62.0,70.0,89.3,83.6,78.0
Santo Domingo,Hershey’s,2.5,USA,67.0,Hybrid,Dominican Republic,Earthen,34.0,66.0,76.0,51.0,57.0,70.0,77.0,42.0,71.0,88.0,80.0,74.7,76.2,71.0
Sao Tome,Hershey’s,3.0,USA,70.0,Amazon,São Tomé,Earthen,41.0,52.0,39.0,33.0,61.0,66.0,44.0,40.0,57.0,82.0,69.0,73.3,82.8,88.0
Gianduja,Domori,5.0,Italy,38.0,Nacional,Ecuador,Crossover,54.0,77.0,36.0,12.0,42.0,76.0,68.0,70.0,76.0,94.0,94.0,88.7,92.2,94.5
Mellow Dark,Jamieson,2.5,USA,60.0,Amazon/Trinitario,Ghana,Fruits,54.0,68.0,50.0,32.0,70.0,46.0,38.0,42.0,51.0,58.0,51.0,68.7,87.2,76.0
Robust Dark,Jamieson,3.5,USA,70.0,Amazon/Trinitario,Ghana,Fruits,54.0,51.0,65.0,33.0,53.0,68.0,60.0,78.0,67.0,68.0,81.0,84.0,88.2,87.0
Fine Dark w/ Milk,Jamieson,2.0,USA,47.0,Amazon/Trinitario,Ghana,Earthen,67.0,81.0,12.0,20.0,58.0,30.0,14.0,37.0,46.0,68.0,81.0,80.0,69.6,59.5
Ultimate Dark,Jamieson,2.0,USA,80.0,Amazon/Trinitario,Ghana,Twang,42.0,30.0,64.0,35.0,53.0,60.0,22.0,90.0,54.0,62.0,62.0,94.0,75.0,69.0
The Jasmine,Slitti,3.0,Italy,75.0,,,Crossover,53.0,47.0,42.0,44.0,61.0,52.0,55.0,59.0,71.0,100.0,84.0,78.0,82.6,82.5
Cioccolato al Latte,Maglio,3.5,Italy,,Blend,,Earthen,33.0,94.0,30.0,21.0,58.0,55.0,17.0,77.0,60.0,88.0,73.0,87.3,86.0,83.5
Africa,Maglio,4.0,Italy,75.0,Amazon,Tanzania,Naked,82.0,70.0,31.0,8.0,54.0,11.0,22.0,76.0,54.0,84.0,81.0,92.0,89.8,86.0
Crue de Cacao,Maglio,2.0,Italy,60.0,Blend,(Ecuador; Venezuela),Crossover,50.0,21.0,62.0,61.0,65.0,84.0,56.0,58.0,70.0,100.0,74.0,75.3,73.4,72.0
Bitter,Maglio,2.5,Italy,56.0,Blend,,Earthen,62.0,68.0,30.0,22.0,59.0,31.0,25.0,60.0,35.0,86.0,64.0,84.0,76.6,78.5
